#{"t_start": 1744830877.801953, "env_id": "None"}
r,l,t
49.85,151,15545.380001
49.854,147,15561.85984
49.843,158,15562.854206
49.828,173,15566.062275
49.838,163,15570.035613
49.859,142,15575.860087
49.856,145,15578.42547
49.833,168,15582.81747
49.836998,164,15589.962105
49.858,143,15593.708581
49.842,159,15596.122318
49.836,165,15605.013009
49.836998,164,15611.230899
49.845,156,15615.008494
49.854,147,15615.008581
49.839,162,15624.000989
49.829998,171,15627.226307
49.85,151,15631.37361
49.848,153,15632.387918
49.841,160,15644.750117
49.849,152,15646.818845
49.856,145,15647.754402
49.853,148,15649.899775
49.831,170,15665.474982
49.849,152,15668.65793
49.829998,171,15674.900357
49.829998,171,15675.920561
49.849,152,15688.75961
49.841,160,15692.009189
49.854,147,15694.072247
49.851,150,15697.704991
49.851,150,15711.890324
49.828,173,15712.848719
49.854,147,15718.478108
49.842,159,15719.404288
49.861,140,15730.546767
49.831,170,15733.817595
49.854,147,15737.71036
49.845,156,15738.730742
49.84,161,15753.098394
49.86,141,15756.272037
49.839,162,15757.225202
49.85,151,15759.390837
49.849,152,15773.051035
49.846,155,15776.663544
49.843,158,15781.015603
49.84,161,15782.039035
49.852,149,15795.653571
49.85,151,15798.851075
49.852,149,15801.705635
49.847,154,15805.76987
49.852,149,15820.795096
49.851,150,15822.866151
49.861,140,15823.790537
49.855,146,15825.949771
49.852,149,15838.163165
49.843,158,15843.078559
49.842,159,15843.078645
49.851,150,15846.729413
49.841,160,15859.394256
49.855,146,15861.597672
49.855,146,15866.407698
49.844,157,15866.407782
49.861,140,15876.075102
49.849,152,15878.283485
49.859,142,15879.208605
49.836,165,15881.811362
49.845,156,15894.692357
49.852,149,15899.218947
49.833,168,15900.182305
49.841,160,15903.932098
49.862,139,15915.940426
49.851,150,15919.553079
49.855,146,15922.811758
49.841,160,15928.534648
49.853,148,15936.78339
49.86,141,15940.402216
49.847,154,15945.169549
49.847,154,15950.936357
49.851,150,15959.177808
49.847,154,15965.050157
49.849,152,15969.072275
49.851,150,15975.749279
49.852,149,15983.672949
49.868,133,15990.036772
49.843,158,15990.03686
49.841,160,15998.345136
49.859,142,16002.663626
49.856,145,16006.727577
49.847,154,16009.574368
49.848,153,16014.888692
49.85,151,16024.008739
49.849,152,16031.178864
49.841,160,16035.51077
49.845,156,16043.297566
49.853,148,16052.848594
49.852,149,16057.755656
49.835,166,16064.139172
49.857,144,16065.222507
49.841,160,16073.31537
49.857,144,16076.555162
49.854,147,16080.239934
49.844,157,16088.612036
49.855,146,16092.018328
49.834,167,16098.845416
49.845,156,16103.090665
49.834,167,16108.414378
49.853,148,16111.656012
49.862,139,16115.644721
49.845,156,16122.534725
49.852,149,16127.755957
49.847,154,16131.043329
49.855,146,16134.667539
49.859,142,16139.818482
49.841,160,16147.352723
49.86,141,16148.320851
49.84,161,16155.057734
49.853,148,16161.338237
49.854,147,16169.62817
49.847,154,16170.67875
49.847,154,16177.073125
49.854,147,16181.338538
49.847,154,16188.821325
49.836998,164,16192.04512
49.848,153,16195.697206
49.849,152,16199.832215
49.847,154,16210.110551
49.843,158,16214.682242
49.847,154,16218.359646
49.851,150,16221.308226
49.856,145,16228.129454
49.852,149,16234.675415
49.853,148,16236.810901
49.855,146,16239.774778
49.858,143,16247.370562
49.857,144,16251.75456
49.845,156,16255.649199
49.847,154,16259.631458
49.857,144,16263.779975
49.858,143,16268.621172
49.85,151,16276.17827
49.849,152,16279.497036
49.858,143,16281.372071
49.85,151,16287.374122
49.855,146,16293.772161
49.857,144,16294.736036
49.854,147,16298.935591
49.846,155,16306.665797
49.854,147,16309.943206
49.862,139,16310.880087
49.846,155,16317.759987
49.854,147,16323.606784
49.857,144,16325.797742
49.857,144,16326.777398
49.854,147,16331.717057
49.85,151,16336.779231
49.864,137,16337.770685
49.842,159,16342.491829
49.844,157,16351.565277
49.849,152,16358.971019
49.852,149,16361.111264
49.846,155,16366.339721
49.859,142,16373.58395
49.864,137,16379.526509
49.826,175,16380.491634
49.846,155,16386.120644
49.846,155,16393.880821
49.851,150,16400.513355
49.843,158,16401.900605
49.844,157,16409.008731
49.838,163,16418.48213
49.851,150,16425.232724
49.852,149,16427.356486
49.855,146,16432.185254
49.84,161,16443.372518
49.855,146,16445.530284
49.857,144,16447.665746
49.843,158,16452.984293
49.838,163,16466.091721
49.853,148,16468.206244
49.838,163,16471.922357
49.852,149,16475.652615
49.864,137,16484.541776
49.852,149,16488.332907
49.848,153,16491.235809
49.851,150,16495.14097
49.854,147,16505.212709
49.852,149,16509.820106
49.832,169,16513.223386
49.848,153,16518.209891
49.855,146,16524.64802
49.859,142,16525.716472
49.855,146,16530.270901
49.845,156,16537.760227
49.857,144,16541.864612
49.853,148,16544.080627
49.854,147,16547.85509
49.855,146,16554.240717
49.852,149,16561.98386
49.843,158,16561.983945
49.846,155,16568.856959
49.854,147,16573.952818
49.854,147,16579.46878
49.852,149,16581.176944
49.858,143,16584.98962
49.863,138,16586.802341
49.844,157,16597.709708
49.835,166,16598.777657
49.846,155,16602.85708
49.854,147,16603.824139
49.851,150,16618.442804
49.846,155,16621.847221
49.854,147,16622.882956
49.855,146,16625.038594
49.857,144,16638.818231
49.832,169,16642.63388
49.858,143,16643.641915
49.832,169,16650.092298
49.857,144,16657.743936
49.854,147,16661.985647
49.832,169,16666.514488
49.857,144,16669.464724
49.847,154,16677.295019
49.856,145,16680.389221
49.862,139,16681.410146
49.85,151,16685.723405
49.852,149,16694.114228
49.849,152,16701.033635
49.848,153,16703.258572
49.848,153,16708.923606
49.845,156,16718.434517
49.855,146,16722.68427
49.859,142,16723.719661
49.849,152,16728.485161
49.847,154,16738.472228
49.853,148,16741.896549
49.845,156,16745.650056
49.847,154,16750.723819
49.848,153,16758.859401
49.85,151,16763.480155
49.841,160,16769.021867
49.847,154,16774.12383
49.846,155,16783.780209
49.847,154,16788.186187
49.847,154,16791.941784
49.845,156,16796.665299
49.859,142,16803.535491
49.855,146,16807.003519
49.847,154,16810.80666
49.853,148,16814.937924
49.854,147,16821.049527
49.861,140,16822.935458
49.839,162,16830.803035
49.848,153,16835.467138
49.856,145,16839.408836
49.842,159,16840.806485
49.843,158,16852.508742
49.851,150,16853.864527
49.858,143,16854.916982
49.853,148,16857.174663
49.86,141,16866.127937
49.854,147,16868.28722
49.857,144,16870.514917
49.854,147,16870.515003
49.857,144,16881.31121
49.844,157,16883.875364
49.86,141,16885.030236
49.854,147,16887.173309
49.855,146,16899.994917
49.827,174,16904.189839
49.863,138,16905.302071
49.844,157,16909.061976
49.834,167,16921.256852
49.86,141,16924.754243
49.844,157,16926.135126
49.851,150,16929.496976
49.843,158,16944.07309
49.863,138,16945.058317
49.848,153,16948.86007
49.851,150,16952.595333
49.85,151,16967.470644
49.844,157,16974.408684
49.824,177,16975.391612
49.845,156,16979.494622
49.846,155,16994.689372
49.853,148,16995.785706
49.844,157,16999.906528
49.846,155,17003.645823
49.842,159,17017.597857
49.853,148,17018.690076
49.853,148,17022.050298
49.843,158,17024.990833
49.862,139,17036.738112
49.84,161,17040.987096
49.85,151,17044.736429
49.848,153,17049.793213
49.854,147,17061.993766
49.855,146,17064.295388
49.859,142,17065.29308
49.859,142,17066.310513
49.848,153,17079.381222
49.861,140,17080.480868
49.833,168,17084.62308
49.842,159,17087.947574
49.858,143,17099.582902
49.85,151,17104.575733
49.852,149,17106.77846
49.843,158,17111.797077
49.858,143,17118.423011
49.851,150,17124.624609
49.836,165,17128.461528
49.847,154,17133.409131
49.85,151,17140.460545
49.862,139,17142.731473
49.842,159,17148.686039
49.849,152,17152.66418
49.845,156,17157.751518
49.848,153,17163.330993
49.84,161,17171.124341
49.84,161,17174.48851
49.851,150,17176.771461
49.841,160,17183.474174
49.853,148,17191.228891
49.845,156,17196.00997
49.842,159,17201.053893
49.843,158,17208.447903
49.857,144,17210.711774
49.844,157,17218.649394
49.852,149,17223.365753
49.842,159,17229.597342
49.852,149,17232.622679
49.853,148,17236.408659
49.862,139,17239.861706
49.839,162,17247.216572
49.849,152,17252.380245
49.842,159,17256.143631
49.838,163,17264.393076
49.844,157,17271.420211
49.858,143,17272.425423
49.834,167,17280.973194
49.847,154,17286.360214
49.843,158,17291.274409
49.843,158,17295.016711
49.856,145,17299.220353
49.863,138,17303.404059
49.848,153,17313.146782
49.849,152,17317.536049
49.859,142,17318.572334
49.845,156,17326.751368
49.853,148,17332.30729
49.849,152,17335.017542
49.851,150,17339.993387
49.843,158,17346.731601
49.849,152,17353.395777
49.846,155,17357.164055
49.848,153,17363.634829
49.856,145,17367.843432
49.841,160,17377.773965
49.85,151,17382.035007
49.846,155,17385.830302
49.835,166,17393.386825
49.844,157,17400.92157
49.826,175,17406.309728
49.836998,164,17409.686463
49.854,147,17413.88077
49.849,152,17424.007457
49.845,156,17431.070038
49.857,144,17432.071019
49.86,141,17434.745845
49.85,151,17446.47854
49.852,149,17449.11173
49.854,147,17451.313639
49.854,147,17452.381109
49.841,160,17466.19267
49.865,136,17467.204961
49.86,141,17469.599874
49.845,156,17473.452287
49.85,151,17486.783175
49.851,150,17489.773189
49.842,159,17493.571568
49.86,141,17494.626814
49.848,153,17510.709144
49.852,149,17512.127873
49.835,166,17515.193079
49.844,157,17519.01666
49.851,150,17530.457128
49.85,151,17532.267004
49.85,151,17535.720553
49.855,146,17536.747545
49.857,144,17548.569774
49.849,152,17552.421667
49.859,142,17555.938619
49.845,156,17557.339997
49.847,154,17573.345161
49.821,180,17574.466684
49.853,148,17575.52992
49.856,145,17576.51431
49.855,146,17588.026145
49.858,143,17589.140963
49.852,149,17591.399584
49.85,151,17593.572405
49.858,143,17607.480684
49.859,142,17608.591382
49.859,142,17609.680392
49.853,148,17611.512459
49.852,149,17624.206006
49.858,143,17625.30879
49.854,147,17626.347979
49.851,150,17627.378935
49.858,143,17639.06451
49.849,152,17641.415948
49.862,139,17642.45685
49.853,148,17644.688877
49.855,146,17658.969228
49.857,144,17660.102004
49.857,144,17664.039994
49.836,165,17665.030221
49.847,154,17679.475942
49.858,143,17680.577336
49.857,144,17681.659011
49.829998,171,17687.1944
49.862,139,17693.63952
49.841,160,17699.290359
49.867,134,17700.343609
49.842,159,17707.442036
49.86,141,17714.134005
49.863,138,17715.277961
49.857,144,17719.148904
49.85,151,17727.858102
49.842,159,17736.366792
49.857,144,17737.484138
49.845,156,17743.874314
49.855,146,17751.186431
49.855,146,17755.056943
49.85,151,17758.993816
49.845,156,17765.301818
49.85,151,17773.613378
49.847,154,17779.113258
49.852,149,17780.239453
49.85,151,17783.758682
49.858,143,17789.757745
49.85,151,17794.899486
49.839,162,17800.561985
49.845,156,17804.54186
49.855,146,17808.018061
49.86,141,17815.509588
49.85,151,17821.103532
49.847,154,17825.000483
49.845,156,17831.674604
49.856,145,17838.793105
49.846,155,17844.876182
49.843,158,17850.019105
49.861,140,17853.068739
49.856,145,17858.589254
49.843,158,17869.104181
49.853,148,17872.698371
49.836998,164,17877.84817
49.851,150,17886.42629
49.852,149,17893.638173
49.861,140,17894.696185
49.851,150,17898.580719
49.851,150,17907.081247
49.858,143,17911.047521
49.861,140,17912.093862
49.857,144,17916.410142
49.851,150,17923.485639
49.851,150,17932.284429
49.833,168,17933.415416
49.85,151,17940.550931
49.859,142,17945.108853
49.853,148,17950.671859
49.851,150,17953.046007
49.842,159,17960.490202
49.863,138,17961.938413
49.867,134,17967.677783
49.847,154,17973.260439
49.851,150,17975.177911
49.858,143,17978.236777
49.854,147,17984.216503
49.856,145,17991.80766
49.847,154,17997.324432
49.849,152,17999.592682
49.851,150,18005.585013
49.847,154,18014.121397
49.857,144,18017.794959
49.847,154,18021.267403
49.858,143,18025.578071
49.858,143,18031.54535
49.864,137,18038.326761
49.833,168,18041.799822
49.849,152,18047.325084
49.845,156,18055.201503
49.856,145,18059.16778
49.843,158,18063.977625
49.847,154,18070.374541
49.865,136,18073.128695
49.843,158,18082.391356
49.846,155,18089.07683
49.843,158,18094.235636
49.849,152,18097.527521
49.854,147,18101.923846
49.853,148,18109.457736
49.849,152,18116.753894
49.829,172,18118.267432
49.836,165,18127.572804
49.862,139,18127.572883
49.852,149,18133.245874
49.853,148,18139.032222
49.85,151,18143.9027
49.848,153,18145.726539
49.853,148,18151.359098
49.853,148,18155.971097
49.865,136,18158.84854
49.854,147,18162.701285
49.86,141,18167.193577
49.838,163,18176.276231
49.853,148,18184.239624
49.836998,164,18185.269805
49.846,155,18192.485449
49.86,141,18197.482668
49.838,163,18206.138446
49.836998,164,18208.392037
49.848,153,18212.387734
49.854,147,18213.455648
49.851,150,18227.531531
49.845,156,18229.323949
49.849,152,18230.535567
49.829998,171,18238.156041
49.861,140,18242.106026
49.834,167,18248.863684
49.853,148,18251.223744
49.866,135,18255.586764
49.862,139,18262.82281
49.848,153,18268.358066
49.843,158,18272.222268
49.854,147,18273.687475
49.855,146,18278.071389
49.847,154,18288.95442
49.848,153,18295.772131
49.853,148,18296.852929
49.867,134,18301.312731
49.854,147,18307.121526
49.853,148,18313.622385
49.841,160,18315.158416
49.854,147,18319.129884
49.848,153,18328.918035
49.858,143,18332.880864
49.856,145,18334.009832
49.822,179,18343.315482
49.858,143,18348.484541
49.859,142,18351.347372
49.845,156,18354.529982
49.859,142,18359.751739
49.853,148,18366.998872
49.856,145,18369.034039
49.858,143,18371.343367
49.855,146,18376.175273
49.845,156,18385.630609
49.851,150,18391.455953
49.843,158,18394.299675
49.853,148,18398.282869
49.853,148,18404.747463
49.853,148,18409.11405
49.844,157,18412.705601
49.845,156,18419.941288
49.843,158,18431.514998
49.853,148,18433.858374
49.862,139,18436.250877
49.851,150,18441.974981
49.844,157,18448.590123
49.855,146,18449.660307
49.844,157,18455.166465
49.846,155,18463.230389
49.852,149,18469.671888
49.851,150,18473.210515
49.854,147,18476.915389
49.854,147,18485.038369
49.855,146,18489.420495
49.843,158,18494.327534
49.851,150,18497.1505
49.853,148,18502.81616
49.853,148,18508.181668
49.863,138,18509.373001
49.854,147,18512.165913
49.858,143,18518.251576
49.851,150,18527.245597
49.85,151,18533.485922
49.836998,164,18534.632957
49.848,153,18541.554794
49.856,145,18549.243156
49.861,140,18550.334935
49.848,153,18557.735873
49.857,144,18562.204649
49.852,149,18572.121572
49.842,159,18577.548589
49.841,160,18582.060325
49.859,142,18586.4624
49.856,145,18594.155092
49.841,160,18600.265604
49.845,156,18604.745225
49.849,152,18612.009307
49.861,140,18616.390098
49.853,148,18627.631815
49.832,169,18629.548686
49.861,140,18631.441385
49.843,158,18637.494167
49.859,142,18641.178613
49.847,154,18643.597318
49.842,159,18649.196017
49.856,145,18654.410492
49.855,146,18660.549354
49.848,153,18665.124992
49.839,162,18669.509437
49.853,148,18673.092184
49.829998,171,18688.453949
49.845,156,18690.019025
49.846,155,18694.410254
49.86,141,18695.488173
49.853,148,18707.843486
49.836,165,18711.954162
49.844,157,18717.686728
49.854,147,18719.971646
49.856,145,18732.769841
49.862,139,18733.941325
49.868,133,18735.045434
49.857,144,18736.077222
49.857,144,18750.325031
49.841,160,18751.419795
49.848,153,18754.584559
49.842,159,18756.078024
49.846,155,18770.008953
49.833,168,18771.17595
49.854,147,18772.235991
49.853,148,18774.519713
49.86,141,18787.831396
49.844,157,18790.236164
49.856,145,18793.410032
49.85,151,18794.87331
49.846,155,18809.179888
49.85,151,18810.379594
49.861,140,18811.434308
49.841,160,18815.766044
49.852,149,18828.84707
49.849,152,18833.02373
49.844,157,18834.520165
49.853,148,18836.835023
49.853,148,18851.685945
49.849,152,18857.130183
49.861,140,18859.409422
49.842,159,18861.760879
49.857,144,18875.062336
49.85,151,18877.515844
49.849,152,18880.313222
49.838,163,18883.046094
49.845,156,18899.221751
49.849,152,18902.878328
49.846,155,18906.397465
49.84,161,18910.859565
49.846,155,18926.144203
49.841,160,18930.704808
49.849,152,18932.983649
49.853,148,18935.306402
49.86,141,18947.339382
49.85,151,18951.474859
49.847,154,18953.753399
49.862,139,18954.814283
49.845,156,18969.904636
49.858,143,18971.139384
49.862,139,18972.206895
49.85,151,18974.532366
49.834,167,18989.663354
49.858,143,18990.845192
49.848,153,18994.970735
49.844,157,18997.663157
49.857,144,19013.09954
49.845,156,19015.558477
49.857,144,19016.623757
49.84,161,19020.217175
49.847,154,19036.446451
49.848,153,19040.084533
49.846,155,19041.148436
49.857,144,19042.189888
49.85,151,19055.915329
49.856,145,19058.361156
49.853,148,19060.677298
49.848,153,19064.654006
49.851,150,19080.677669
49.853,148,19084.327541
49.846,155,19088.311864
49.844,157,19092.736883
49.854,147,19108.497664
49.842,159,19113.026148
49.852,149,19115.357835
49.849,152,19119.319542
49.84,161,19136.441033
49.845,156,19140.34175
49.843,158,19142.670646
49.855,146,19143.731751
49.859,142,19160.890253
49.856,145,19161.96835
49.821,180,19163.058993
49.855,146,19165.375839
49.846,155,19186.333181
49.849,152,19188.662526
49.829,172,19189.816949
49.846,155,19193.771099
49.86,141,19203.136853
49.854,147,19204.644385
49.854,147,19205.748513
49.851,150,19208.064808
49.859,142,19219.330115
49.85,151,19222.325336
49.846,155,19223.826176
49.861,140,19224.88089
49.853,148,19234.568374
49.847,154,19237.090913
49.855,146,19238.579745
49.847,154,19241.323915
49.85,151,19251.831533
49.85,151,19256.369115
49.836,165,19260.506899
49.836998,164,19261.60347
49.851,150,19277.228844
49.858,143,19278.273246
49.852,149,19280.696492
49.843,158,19283.966462
49.857,144,19295.502262
49.841,160,19299.495146
49.855,146,19301.831698
49.847,154,19305.639501
49.861,140,19322.907359
49.836998,164,19323.998342
49.859,142,19325.080907
49.84,161,19329.274555
49.848,153,19345.112638
49.852,149,19345.112726
49.856,145,19346.20499
49.836,165,19350.826925
49.85,151,19362.256856
49.847,154,19364.711118
49.836998,164,19366.237217
49.857,144,19367.470439
49.851,150,19382.034636
49.855,146,19384.824517
49.818,183,19385.890796
49.833,168,19389.631789
49.854,147,19404.402715
49.85,151,19406.783542
49.845,156,19410.391721
49.863,138,19411.590358
49.855,146,19428.053939
49.835,166,19429.163614
49.856,145,19430.244226
49.855,146,19431.447448
49.848,153,19448.086479
49.852,149,19450.417224
49.844,157,19454.904065
49.842,159,19458.654347
49.86,141,19471.092
49.862,139,19472.183892
49.859,142,19473.298691
49.855,146,19474.515767
49.861,140,19485.293678
49.858,143,19486.387758
49.853,148,19489.626582
49.846,155,19493.828079
49.849,152,19511.036172
49.858,143,19512.129385
49.814,187,19513.214135
49.848,153,19515.679175
49.841,160,19533.913808
49.857,144,19536.24318
49.854,147,19537.339205
49.843,158,19541.097729
49.863,138,19553.788627
49.87,131,19556.639604
49.859,142,19557.721601
49.841,160,19564.245638
49.846,155,19572.426257
49.841,160,19579.014744
49.838,163,19580.078197
49.85,151,19584.887113
49.847,154,19595.74426
49.846,155,19601.161968
49.844,157,19605.171344
49.858,143,19607.678092
49.855,146,19624.634913
49.835,166,19625.72342
49.851,150,19628.053131
49.848,153,19632.230099
49.854,147,19645.608592
49.857,144,19645.608677
49.857,144,19646.665507
49.849,152,19649.214958
49.865,136,19660.519135
49.855,146,19661.594692
49.843,158,19665.710801
49.866,135,19666.98611
49.864,137,19679.072709
49.862,139,19680.640253
49.847,154,19682.104578
49.835,166,19688.628904
49.861,140,19696.468962
49.857,144,19699.277067
49.836998,164,19701.202414
49.846,155,19707.537112
49.855,146,19713.080476
49.858,143,19714.135271
49.849,152,19718.479965
49.843,158,19728.841794
49.852,149,19731.858418
49.849,152,19733.790584
49.829998,171,19740.162949
49.843,158,19750.041783
49.851,150,19755.93151
49.854,147,19757.863196
49.85,151,19764.620443
49.853,148,19770.737725
49.86,141,19775.345294
49.856,145,19776.430244
49.852,149,19783.068549
49.858,143,19789.916909
49.857,144,19794.465868
49.845,156,19798.50066
49.847,154,19804.362436
49.857,144,19812.04128
49.858,143,19816.651726
49.855,146,19817.764229
49.857,144,19822.345791
49.863,138,19829.14945
49.845,156,19837.144084
49.859,142,19838.215027
49.85,151,19842.737637
49.845,156,19853.317847
49.859,142,19857.960657
49.843,158,19862.011767
49.85,151,19869.568258
49.845,156,19880.748346
49.855,146,19886.658192
49.836,165,19890.789767
49.851,150,19894.002747
49.85,151,19901.798577
49.847,154,19910.193945
49.851,150,19912.721325
49.851,150,19916.425398
49.851,150,19922.898987
49.843,158,19931.298484
49.856,145,19932.409251
49.858,143,19936.92305
49.852,149,19944.748826
49.839,162,19952.354375
49.857,144,19953.427692
49.852,149,19957.116597
49.846,155,19966.708372
49.847,154,19972.650646
49.853,148,19974.177553
49.857,144,19978.38703
49.857,144,19983.75882
49.859,142,19988.354052
49.844,157,19992.459403
49.849,152,19999.902886
49.858,143,20005.088234
49.859,142,20011.801441
49.849,152,20015.694012
49.855,146,20017.237149
49.858,143,20023.298913
49.85,151,20032.570382
49.847,154,20039.680898
49.847,154,20043.759477
49.85,151,20050.588981
49.841,160,20059.886684
49.849,152,20066.556407
49.849,152,20070.631168
49.861,140,20071.887553
49.849,152,20085.874708
49.861,140,20087.004945
49.861,140,20088.120412
49.867,134,20089.401022
49.858,143,20103.589091
49.849,152,20107.721688
49.86,141,20108.820079
49.853,148,20110.095237
49.86,141,20122.326131
49.859,142,20123.472576
49.848,153,20127.204135
49.861,140,20128.455032
49.853,148,20143.445766
49.855,146,20145.864022
49.847,154,20148.302517
49.861,140,20149.502977
49.853,148,20164.573602
49.852,149,20166.966323
49.861,140,20168.099374
49.853,148,20173.774604
49.862,139,20188.813418
49.863,138,20189.95594
49.86,141,20191.086249
49.844,157,20195.347198
49.87,131,20210.544419
49.847,154,20213.799669
49.847,154,20218.435544
49.85,151,20222.736509
49.857,144,20234.345592
49.845,156,20239.724364
49.856,145,20240.853737
49.853,148,20243.465342
49.864,137,20254.198463
49.851,150,20261.380606
49.856,145,20262.508926
49.852,149,20269.84296
49.838,163,20282.800692
49.857,144,20285.19048
49.853,148,20287.641052
49.859,142,20288.905416
49.854,147,20305.277599
49.848,153,20309.437876
49.864,137,20310.543963
49.855,146,20311.823478
49.864,137,20320.694153
49.866,135,20324.821188
49.848,153,20329.45791
49.848,153,20336.629534
49.846,155,20347.112631
49.857,144,20350.368731
49.853,148,20352.823008
49.854,147,20354.084958
49.866,135,20364.956227
49.861,140,20366.944756
49.848,153,20372.922044
49.864,137,20374.645606
49.862,139,20384.98576
49.84,161,20393.057291
49.838,163,20399.435742
49.852,149,20403.288712
49.843,158,20412.984604
49.849,152,20419.293226
49.857,144,20420.449559
49.862,139,20421.681498
49.863,138,20433.395953
49.855,146,20437.137357
49.858,143,20438.350405
49.847,154,20444.675819
49.857,144,20452.52268
49.853,148,20457.323889
49.843,158,20463.540258
49.853,148,20467.512161
49.855,146,20472.967777
49.856,145,20481.115839
49.857,144,20485.984736
49.857,144,20488.653464
49.854,147,20494.666358
49.848,153,20504.612621
49.855,146,20507.196644
49.841,160,20514.011914
49.852,149,20519.179751
49.844,157,20529.892116
49.85,151,20533.304776
49.847,154,20539.209701
49.841,160,20551.848552
49.855,146,20556.730591
49.854,147,20559.693752
49.859,142,20564.689879
49.84,161,20579.857662
49.856,145,20581.494482
49.852,149,20584.072864
49.868,133,20585.348162
49.847,154,20603.495006
49.852,149,20606.060955
49.858,143,20607.27977
49.86,141,20608.581398
49.86,141,20622.008277
49.851,150,20626.545434
49.866,135,20627.866065
49.863,138,20629.008623
49.852,149,20644.777436
